country_code,country_name,indicator_name,indicator_value,confidence_score,evidence_sources,last_updated,expert_validated,validation_notes
ZAF,South Africa,national_ai_strategy,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T18:04:08.336499,False,Auto-validated based on 4 evidence sources
ZAF,South Africa,data_protection_regulation,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T18:07:32.779874,False,Auto-validated based on 4 evidence sources
ZAF,South Africa,ai_ethics_guidelines,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T18:10:57.625596,False,Auto-validated based on 4 evidence sources
ZAF,South Africa,health_data_governance,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T18:14:21.518606,False,Auto-validated based on 4 evidence sources
ZAF,South Africa,digital_health_strategy,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T18:17:49.033282,False,Auto-validated based on 4 evidence sources
KEN,Kenya,national_ai_strategy,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T18:18:12.198918,False,Auto-validated based on 4 evidence sources
KEN,Kenya,data_protection_regulation,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T18:18:35.200131,False,Auto-validated based on 4 evidence sources
KEN,Kenya,ai_ethics_guidelines,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T18:18:58.145394,False,Auto-validated based on 4 evidence sources
KEN,Kenya,health_data_governance,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T18:19:21.119461,False,Auto-validated based on 4 evidence sources
KEN,Kenya,digital_health_strategy,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T18:19:43.920435,False,Auto-validated based on 4 evidence sources
NGA,Nigeria,national_ai_strategy,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T18:20:04.331809,False,Auto-validated based on 3 evidence sources
NGA,Nigeria,data_protection_regulation,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T18:20:25.090011,False,Auto-validated based on 3 evidence sources
NGA,Nigeria,ai_ethics_guidelines,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T18:20:44.948604,False,Auto-validated based on 3 evidence sources
NGA,Nigeria,health_data_governance,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T18:21:04.869775,False,Auto-validated based on 3 evidence sources
NGA,Nigeria,digital_health_strategy,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T18:21:24.795120,False,Auto-validated based on 3 evidence sources
GHA,Ghana,national_ai_strategy,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T18:21:36.299219,False,Auto-validated based on 3 evidence sources
GHA,Ghana,data_protection_regulation,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://nita.gov.gh']",2025-08-13T18:21:47.265118,False,Auto-validated based on 4 evidence sources
GHA,Ghana,ai_ethics_guidelines,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T18:21:58.250551,False,Auto-validated based on 3 evidence sources
GHA,Ghana,health_data_governance,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T18:22:09.076216,False,Auto-validated based on 3 evidence sources
GHA,Ghana,digital_health_strategy,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T18:22:20.038485,False,Auto-validated based on 3 evidence sources
EGY,Egypt,national_ai_strategy,False,0.98,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://mcit.gov.eg', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T18:23:41.738228,False,Auto-validated based on 5 evidence sources
EGY,Egypt,data_protection_regulation,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T18:26:02.767040,False,Auto-validated based on 4 evidence sources
EGY,Egypt,ai_ethics_guidelines,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T18:28:24.316465,False,Auto-validated based on 4 evidence sources
EGY,Egypt,health_data_governance,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T18:30:46.283353,False,Auto-validated based on 4 evidence sources
EGY,Egypt,digital_health_strategy,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T18:32:04.325291,False,Auto-validated based on 4 evidence sources
